pre_close,open,high,low,close,vwap,chg,pct_chg,volume,amt,turn,thscode,time
10.93,10.92,10.97,10.9,10.95,10.932336144478,0.02,0.18298261665141,72275410,790139077.1,0.37244668984078,000001.SZ,2025-04-15
7.67,7.63,8.03,7.62,7.86,7.8481377461212,0.19,2.477183833116,31609224,248073544.0,3.1094033947679,600223.SH,2025-04-15
